batches_per_epoch,e_alpha,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.embedding.weight,paramnorm_transformer.linear.weight,phdim_0,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
12.0,,0,,,0.1013221740722656,0.0,6116.0,3293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.6157915592193604,0.0163505561649799,4.22411060333252,68.31371307373047,0.0,,
,,1,0.0,3.003279685974121,,,,,0.0513677150011062,0.0260700900107622,0.0052913818508386,0.9994465708732604,0.051481444388628,0.0509636141359806,0.0516422130167484,0.0516573637723922,0.0512072555720806,0.0519288592040538,0.0523295924067497,0.0512969121336936,0.0510701313614845,0.0513631887733936,0.0511193610727787,0.0512616410851478,0.0509830564260482,0.0054442933760583,0.999830961227417,0.0513436645269393,0.0260812081396579,0.0059999739751219,1.001494288444519,0.0517536103725433,0.0514256693422794,0.0509972982108593,0.0513527542352676,0.0514349043369293,0.0512426123023033,0.0507682524621486,0.0515204109251499,0.0518404282629489,0.0514379329979419,0.0516307651996612,0.0512256063520908,0.0513216517865657,0.0054094092920422,0.9992743730545044,1.0020637512207031,0.05103050917387,,12,,,,,0.0,3.0066258907318115,20.21906280517578
12.0,,1,,,0.0760314464569091,0.0010000000474974,6116.0,3293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2.6053359508514404,0.2779594361782074,2.714951992034912,15.10388469696045,0.0,,
,,2,1.9947677850723269,2.415743589401245,,,,,0.0519904047250747,0.0271753631532192,0.0077527263201773,0.9990618228912354,0.0519268997013568,0.0513409674167633,0.0520865656435489,0.0519541762769222,0.0517476983368396,0.0526829361915588,0.0529859699308872,0.0517457462847232,0.0516460351645946,0.0516063645482063,0.0520903430879116,0.0522749796509742,0.0516387037932872,0.0081927543506026,0.9994522333145142,0.0518300347030162,0.0270011499524116,0.0112831443548202,1.006731629371643,0.0520179867744445,0.0518391318619251,0.0515567436814308,0.0515812970697879,0.0520350635051727,0.051850102841854,0.0510819628834724,0.0523529238998889,0.0525719188153743,0.0518044270575046,0.0521435812115669,0.0517965666949749,0.0515638701617717,0.0079029202461242,0.9988415241241456,1.0018728971481323,0.0520356632769107,,24,,,,,2.156088590621948,2.423047542572021,11.280183792114258
12.0,,2,,,0.097013235092163,0.0010000000474974,6116.0,3293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2.5239861011505127,1.9130150079727173,2.3808982372283936,10.814613342285156,2.156088590621948,,
,,3,1.9947677850723269,2.331371545791626,,,,,0.0523511283099651,0.0277398843318223,0.0085629830136895,0.9989712834358216,0.0521680936217308,0.0514839105308055,0.0523248203098773,0.0520671643316745,0.0521097742021083,0.0530927032232284,0.0533198900520801,0.0519756525754928,0.0519225671887397,0.0517303012311458,0.0527235269546508,0.0529384575784206,0.0521121881902217,0.009190659970045,0.9993229508399964,0.0521796159446239,0.0274606812745332,0.015987005084753,1.0134061574935913,0.052110981196165,0.052202071994543,0.0519495047628879,0.0516999065876007,0.0524039193987846,0.0522121414542198,0.0512067079544067,0.0528674200177192,0.0530579574406147,0.0519563108682632,0.0523990914225578,0.0521126575767993,0.0516857802867889,0.008770152926445,0.9987251162528992,1.001792550086975,0.0531588271260261,,36,,,,,2.156088590621948,2.3420135974884038,10.402161598205566
12.0,,3,,,0.0908379554748535,0.0010000000474974,6116.0,3293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0.4817194938659668,1.994767904281616,2.3248159885406494,10.224798202514648,2.156088590621948,,
,,4,1.9947677850723269,2.307506561279297,,,,,0.0524938181042671,0.0279505681246519,0.0088438438251614,0.9989091157913208,0.0522509925067424,0.051526129245758,0.0523871146142482,0.0521097108721733,0.0522468462586402,0.0532581061124801,0.0534358769655227,0.0520440153777599,0.0519875213503837,0.0517719238996505,0.0529819093644619,0.0532124005258083,0.0523125678300857,0.0095038982108235,0.9992805123329164,0.0523202195763587,0.0276354607194662,0.0191009603440761,1.0184346437454224,0.0521591231226921,0.052355945110321,0.0521117709577083,0.0517420023679733,0.0525132045149803,0.0523192770779132,0.0512479655444622,0.0530955120921134,0.0532654970884323,0.0520075187087059,0.0524895973503589,0.0522236973047256,0.0517294257879257,0.0091416798532009,0.9986620545387268,1.001767873764038,0.0540120564401149,,48,,,,,2.156088590621948,2.3176403045654297,10.151691436767578
12.0,,4,,,0.0758078098297119,0.0010000000474974,6116.0,3293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.349553108215332,1.9947677850723269,2.30906343460083,10.064992904663086,2.156088590621948,,
,,5,1.9947677850723269,2.2990615367889404,,,,,0.0525423474609851,0.0280250385403633,0.0089781358838081,0.9989160299301147,0.0522807277739048,0.0515397191047668,0.0523783452808856,0.0521384514868259,0.0523608811199665,0.0533510632812976,0.0534993484616279,0.05206198990345,0.0519919246435165,0.051792986690998,0.0530605874955654,0.0532948449254035,0.0523560419678688,0.0096193887293338,0.999281883239746,0.0523735433816909,0.0277054682374,0.0211440175771713,1.021947979927063,0.0521832071244716,0.0524119734764099,0.0521691665053367,0.0517654381692409,0.052546452730894,0.0523393116891384,0.0512576401233673,0.0532169714570045,0.0533629730343818,0.0520359054207801,0.0525373741984367,0.0522758886218071,0.051753032952547,0.0092704268172383,0.9986371994018556,1.0017677545547483,0.0546109601855278,,60,,,,,2.156088590621948,2.3083643913269043,10.05795955657959
