batches_per_epoch,e_alpha,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.embedding.weight,paramnorm_transformer.linear.weight,phdim_0,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
12.0,,0,,,0.0798530578613281,0.0,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.4603936672210693,0.0,4.333138465881348,76.18301391601562,0.0,,
,,1,0.0,3.034722089767456,,,,,0.0512590035796165,0.0261180214583873,0.005177101586014,0.9986469745635986,0.0516049265861511,0.051426138728857,0.0514690652489662,0.0506533868610858,0.0510138645768165,0.0518114157021045,0.0509753003716468,0.0513504557311534,0.0517274066805839,0.0514725856482982,0.0515042059123516,0.0515735149383544,0.0504723414778709,0.0051930253393948,0.9991695880889891,0.0512155033648014,0.0260388106107711,0.0057664783671498,1.00136399269104,0.0513014979660511,0.0513111390173435,0.0507906749844551,0.0510183759033679,0.0516126118600368,0.0513384528458118,0.0518269091844558,0.051460113376379,0.051299724727869,0.0512074083089828,0.051481544971466,0.0516451559960842,0.0517223477363586,0.0051425257697701,0.998746931552887,0.998013198375702,0.0511136166751384,,12,,,,,0.0,3.0475106239318848,21.06284523010254
12.0,,1,,,0.1033399105072021,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2.344696283340454,0.0,2.817314386367798,16.731855392456055,0.0,,
,,2,0.0,2.445186853408813,,,,,0.0519255474209785,0.0272275600582361,0.007763247936964,0.9976658225059508,0.051894161850214,0.0518083646893501,0.05183095484972,0.0509579442441463,0.0515818521380424,0.0523475706577301,0.051406905055046,0.0521769858896732,0.0524339415132999,0.0518436320126056,0.0519543550908565,0.0519659668207168,0.0507548972964286,0.0077410228550434,0.9985167384147644,0.0516953989863395,0.0269381385296583,0.0109037877991795,1.0059702396392822,0.0514942295849323,0.0518483109772205,0.0512328669428825,0.0512255020439624,0.0521268136799335,0.0518480315804481,0.0521010123193264,0.0519214235246181,0.0518112927675247,0.0514748804271221,0.0519483759999275,0.0520652569830417,0.0519984327256679,0.0074909096583724,0.9979405999183656,0.997733473777771,0.0520570911467075,,24,,,,,0.0,2.4553680419921875,11.650721549987791
12.0,,2,,,0.0862548351287841,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2.116701602935791,0.8503099679946899,2.409250497817993,11.125618934631348,0.0,,
,,3,0.9920282959938048,2.347301959991455,,,,,0.0523584894835948,0.0278821159154176,0.0083580780774354,0.9974350929260254,0.0520614832639694,0.0520777516067028,0.052075307816267,0.0510645136237144,0.0518180429935455,0.0525822751224041,0.0516335777938365,0.0527697168290615,0.0530227236449718,0.0520646572113037,0.052200686186552,0.0521933883428573,0.0508959293365478,0.0085363341495394,0.9983544945716858,0.0520539954304695,0.0274147652089595,0.0154923349618911,1.0123825073242188,0.0515438616275787,0.0521265901625156,0.0515010319650173,0.0513435639441013,0.0524754524230957,0.052240502089262,0.0522135607898235,0.05218206346035,0.0521991811692714,0.0515449307858943,0.0522026196122169,0.0523325204849243,0.0520997121930122,0.0080920634791255,0.9977704286575316,0.9976155161857604,0.0531471148133277,,36,,,,,1.1424016952514648,2.358356714248657,10.573562622070312
12.0,,3,,,0.1102762222290039,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0.6494736671447754,0.9920282959938048,2.342346429824829,10.405624389648438,1.1424016952514648,,
,,4,1.16917622089386,2.323446750640869,,,,,0.052530039101839,0.0281333439052104,0.0086107142269611,0.997323751449585,0.052108883857727,0.0521968454122543,0.0521775744855403,0.0511034317314624,0.0518812574446201,0.0526493750512599,0.0517092831432819,0.0530036762356758,0.0532653331756591,0.0521270297467708,0.0523260459303855,0.0522959046065807,0.050948180258274,0.0087703773751854,0.9982920289039612,0.0522087030112743,0.0275753177702426,0.0186654776334762,1.017291784286499,0.0515679456293582,0.0522425323724746,0.0516179762780666,0.0514055304229259,0.0525735393166542,0.0523646436631679,0.0522385872900486,0.0522876791656017,0.0523693524301052,0.0515778437256813,0.0522896535694599,0.0524213798344135,0.0521128177642822,0.0083278734236955,0.9976667165756226,0.9975693225860596,0.0540308430790901,,48,,,,,0.8501594066619873,2.335195541381836,10.331480979919434
12.0,,4,,,0.075946569442749,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.2989907264709477,1.06288743019104,2.3258256912231445,10.23512840270996,0.8501594066619873,,
,,5,1.009743094444275,2.3105525970458984,,,,,0.0525974370539188,0.0282279942184686,0.0086195841431617,0.9972334504127502,0.0521145984530448,0.052269198000431,0.0522400736808776,0.0511232614517211,0.0518782474100589,0.0526450611650943,0.0517222844064235,0.0531136877834796,0.05336894094944,0.0521412119269371,0.0524541735649108,0.0524017326533794,0.0509932413697242,0.0087903710082173,0.998261332511902,0.0522746294736862,0.0276417657732963,0.020697683095932,1.0204952955245972,0.0515741035342216,0.0523343309760093,0.0516960620880126,0.0514429099857807,0.052605502307415,0.0524036400020122,0.0522401817142963,0.052321121096611,0.0524207465350627,0.0515921302139759,0.0522970892488956,0.0524414330720901,0.0521103218197822,0.0084643373265862,0.9975632429122924,0.9975556135177612,0.0546976737678051,,60,,,,,1.0626991987228394,2.3215692043304443,10.191655158996582
12.0,,5,,,0.0843136310577392,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0.4668467044830322,1.222320556640625,2.312816858291626,10.102843284606934,1.0626991987228394,,
,,6,1.2400354146957395,2.30544376373291,,,,,0.0526177771389484,0.0282600447535514,0.0085919415578246,0.9971405863761902,0.0521265231072902,0.0523364096879959,0.0522917956113815,0.0511538982391357,0.0518721528351306,0.0526217520236969,0.0516998097300529,0.05319794267416,0.0534390062093734,0.0521719194948673,0.052583735436201,0.0525115616619586,0.0510632507503032,0.0087947379797697,0.9982303977012634,0.0522988587617874,0.0276694633066654,0.0219616517424583,1.022690773010254,0.0515722520649433,0.0524068735539913,0.0517521239817142,0.0514566898345947,0.0526449009776115,0.0524374470114707,0.0522537417709827,0.0523483678698539,0.0524479486048221,0.0515848211944103,0.0523061528801918,0.0524692945182323,0.052111629396677,0.0085442773997783,0.9974756240844728,0.997559368610382,0.0552318207919597,,72,,,,,0.6376195549964905,2.3184239864349365,10.159649848937988
12.0,,6,,,0.0821995735168457,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0.43099045753479,1.2931797504425049,2.3109138011932373,10.083635330200195,0.6376195549964905,,
,,7,1.257750153541565,2.3037185668945312,,,,,0.0526141375303268,0.0282691493630409,0.0086427982896566,0.997073233127594,0.0521515607833862,0.0524091348052024,0.052365493029356,0.0512003116309642,0.051904484629631,0.0526198595762252,0.05168067663908,0.0533081106841564,0.0535209327936172,0.0522083081305027,0.0527349561452865,0.0526503771543502,0.0511518344283103,0.0088297165930271,0.9982437491416932,0.0523106306791305,0.0276874136179685,0.022961476817727,1.024267077445984,0.0515697784721851,0.0524582490324974,0.0517857000231742,0.0514685995876789,0.0527018941938877,0.0524699240922927,0.0522442087531089,0.0523537695407867,0.0524397268891334,0.0515792891383171,0.0522675439715385,0.05241060256958,0.0521218925714492,0.0086407214403152,0.9974056482315063,0.9975739121437072,0.0556774288415908,,84,,,,,0.6907545328140259,2.320460796356201,10.180363655090332
12.0,,7,,,0.0813105106353759,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0.4496629238128662,1.1160318851470947,2.307729721069336,10.051578521728516,0.6907545328140259,,
,,8,1.1160318851470947,2.300104141235352,,,,,0.0526211485266685,0.028282556682825,0.0086277304217219,0.9970696568489076,0.0521737746894359,0.0524702928960323,0.0524492673575878,0.0512418895959854,0.0520009994506835,0.0526383630931377,0.051656998693943,0.0534341111779212,0.0536014512181282,0.0522685162723064,0.0528945177793502,0.0528061501681804,0.0512299425899982,0.0088138692080974,0.9983431696891784,0.0523232594132423,0.0277030598372221,0.0237297732383012,1.0254355669021606,0.0515687689185142,0.0524827428162097,0.0518087223172187,0.0514842048287391,0.0527909472584724,0.0525263212621212,0.0522422902286052,0.0523495487868785,0.0524134077131748,0.051584456115961,0.0522499494254589,0.0523844398558139,0.0521068759262561,0.0086611416190862,0.9973716139793396,0.9975960850715636,0.0560848861932754,,96,,,,,0.9032943844795228,2.317171096801758,10.146928787231444
12.0,,8,,,0.0965170860290527,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,2.6850426197052,1.27546489238739,2.305896282196045,10.033166885375977,0.9032943844795228,,
,,9,1.3108946084976196,2.297508955001831,,,,,0.0526202134788036,0.0282886773347854,0.0086387041956186,0.9970877170562744,0.0522302165627479,0.0525735318660736,0.0525724999606609,0.0513232536613941,0.0520933791995048,0.0526713579893112,0.0516681373119354,0.0535772256553173,0.0537010058760643,0.052330695092678,0.0531059242784976,0.0530504509806633,0.051361359655857,0.0088009629398584,0.9984810948371888,0.0523328371345996,0.0277190152555704,0.0243727061897516,1.0264153480529783,0.0515708364546299,0.0525659285485744,0.0518760830163955,0.0514853633940219,0.0529376529157161,0.0526343621313571,0.0522770248353481,0.0524086467921733,0.0524541474878788,0.0515994392335414,0.052235621958971,0.0523702763020992,0.052120666950941,0.0086880726739764,0.9973399043083192,0.9976341128349304,0.0564719811081886,,108,,,,,0.5579171180725098,2.317779302597046,10.15310287475586
12.0,,9,,,0.077256441116333,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0.4275970458984375,1.1514613628387451,2.301457405090332,9.988729476928713,0.5579171180725098,,
,,10,1.2046058177947998,2.296058893203736,,,,,0.0526127107441425,0.0283030979335308,0.0086701530963182,0.9970667958259584,0.052303310483694,0.052677746862173,0.052678182721138,0.0514265373349189,0.0521971099078655,0.0527761578559875,0.0516750924289226,0.0537335462868213,0.0538224130868911,0.0524052940309047,0.0532968640327453,0.0532853938639164,0.0515465773642063,0.0087971491739153,0.998568832874298,0.0523423068225383,0.0277377124875783,0.0250549688935279,1.02721107006073,0.0515744499862194,0.0527382977306842,0.0520085655152797,0.0515189319849014,0.0531368814408779,0.0527982972562313,0.0522714406251907,0.0524801537394523,0.0524915680289268,0.0516043752431869,0.0522379986941814,0.052381869405508,0.0521146059036254,0.0087571125477552,0.997284770011902,0.9976796507835388,0.0568556189537048,,120,,,,,0.7704569697380066,2.315620183944702,10.131203651428224
12.0,,10,,,0.0977449417114257,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0.4793708324432373,1.31089448928833,2.299985647201538,9.974039077758787,0.7704569697380066,,
,,11,1.2754650115966797,2.2934234142303467,,,,,0.0526013113558292,0.0283034555613994,0.008628231473267,0.9969933032989502,0.0523900128901004,0.0528506189584732,0.0528912208974361,0.0515514090657234,0.0522935502231121,0.052892580628395,0.0516922138631343,0.0538905560970306,0.0539587661623954,0.0525018386542797,0.053493857383728,0.0535595640540123,0.0517593771219253,0.0088011836633086,0.9986355900764464,0.0523451119661331,0.0277487020939588,0.0255052391439676,1.027916669845581,0.0515880323946476,0.0529266856610775,0.0521634966135025,0.0515472069382667,0.0532369203865528,0.052841942757368,0.0522871799767017,0.0526473112404346,0.0525981299579143,0.0516089424490928,0.0522025525569915,0.0523573495447635,0.0521047264337539,0.0086976438760757,0.997134268283844,0.9977364540100098,0.0572444796562194,,132,,,,,0.7704569697380066,2.3191769123077397,10.167302131652832
12.0,,11,,,0.0743248462677002,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,0.433483362197876,0.974313497543335,2.29840087890625,9.958245277404783,0.7704569697380066,,
,,12,1.3108946084976196,2.291035413742065,,,,,0.0525898225605487,0.0282964948564767,0.008599329739809,0.9970189929008484,0.0525059513747692,0.0530331693589687,0.0531609207391738,0.0517060346901416,0.0524520650506019,0.0530923902988433,0.051774114370346,0.0540837906301021,0.0541659854352474,0.0526134185492992,0.0537079386413097,0.0538490936160087,0.0520287416875362,0.0087459133937954,0.9988826513290404,0.0523430705070495,0.0277575422078371,0.0258801914751529,1.028620362281799,0.0516038313508033,0.0530654639005661,0.0522933863103389,0.0515833981335163,0.0533839426934719,0.0530010610818862,0.0523164607584476,0.0528355278074741,0.0527214184403419,0.0516491159796714,0.0522471517324447,0.0523389726877212,0.0521122552454471,0.0086759394034743,0.9971407651901244,0.9978110194206238,0.0576534830033779,,144,,,,,0.6641870141029358,2.317834615707397,10.153663635253906
12.0,,12,,,0.0793030261993408,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,0.4421391487121582,1.1160318851470947,2.2959132194519043,9.933504104614258,0.6641870141029358,,
,,13,1.0274579524993896,2.28760027885437,,,,,0.0525687374174594,0.0283017363399267,0.0085188178345561,0.99709951877594,0.0526392571628093,0.0532572977244854,0.0534862913191318,0.0519021674990654,0.0526774711906909,0.0533415041863918,0.0518399812281131,0.0542776957154274,0.0543868653476238,0.0527192652225494,0.053948126733303,0.0541730634868145,0.0523174628615379,0.0086696362122893,0.9991678595542908,0.0523490160703659,0.0277732796967029,0.0263692624866962,1.029226541519165,0.0516398623585701,0.0532453916966915,0.0524809621274471,0.0516678914427757,0.0536246858537197,0.0533019676804542,0.0523720048367977,0.0531284846365451,0.0529980398714542,0.0516891740262508,0.0523644462227821,0.0524073652923107,0.0521201863884925,0.0087960138916969,0.997133731842041,0.9979047179222108,0.0580689124763011,,156,,,,,1.0095642805099487,2.319979667663574,10.175467491149902
12.0,,13,,,0.0766148567199707,0.0010000000474974,5645.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,0.4109771251678467,1.4880424737930298,2.2898287773132324,9.873247146606444,1.0095642805099487,,
