epoch,step,train_accuracy,train_loss,val_accuracy,val_loss,phdim_0,e_alpha
0,5,7.800000160932541,1522.1778076171877,7.563478499650955,891.25830078125,,
1,10,8.040000498294832,843.0394409179688,8.85913074016571,730.9840698242188,,
2,15,9.520000517368318,649.2118774414063,8.643478900194168,531.5889892578125,,
3,20,8.360000327229502,468.2981567382813,8.394782990217209,410.6814270019531,,
4,25,7.680000364780426,377.24757690429686,8.44869613647461,359.0767517089844,,
5,30,7.800000160932541,324.14776611328125,8.514782786369324,309.7738952636719,,
6,35,7.84000039100647,276.3695373535156,9.173913300037384,270.0570068359375,,
7,40,9.20000061392784,241.3893249511719,9.732174128293993,243.7911376953125,,
8,45,9.920000433921816,218.3657684326172,10.059130936861038,224.417724609375,,
9,50,10.16000047326088,199.0131591796875,10.25739163160324,206.72108459472656,,
10,55,10.120000541210176,182.2075927734375,10.446956753730774,192.1877899169922,,
11,60,10.280000418424606,168.58426513671876,10.511304438114166,180.61114501953125,,
12,65,10.64000055193901,157.2122253417969,10.627826303243635,170.478271484375,,
13,70,10.760000497102736,147.16273498535156,10.667826235294342,161.03208923339844,,
14,75,10.92000037431717,138.03402099609377,10.723478347063065,152.65933227539062,,
15,80,11.040000468492508,129.99088439941406,10.867826640605928,145.36300659179688,,
16,85,11.000000536441805,122.84021759033205,10.949565470218658,138.7617645263672,,
17,90,10.920000523328785,116.21603240966796,10.973913222551346,132.65611267089844,,
18,95,11.120000481605532,110.30032196044922,11.06608733534813,127.02064514160156,,
19,100,10.76000064611435,104.8474411010742,11.104348301887512,121.79106903076172,,
20,105,10.84000051021576,99.83099822998048,11.175652593374252,116.9364013671875,,
21,110,11.080000549554825,95.20085906982423,11.27130463719368,112.37142181396484,,
22,115,11.120000630617142,90.884130859375,11.330435425043106,108.11895751953124,,
23,120,11.240000426769257,86.84008789062501,11.417391896247864,104.20549011230467,,
24,125,11.320000588893892,83.08641052246094,11.469565331935884,100.5146026611328,,
25,130,11.320000439882278,79.61233825683594,11.528696119785309,96.9995574951172,,
26,135,11.240000426769257,76.26963806152344,11.613913625478745,93.70030212402344,,
27,140,11.32000043988228,73.20990600585938,11.726956814527512,90.57086944580078,,
28,145,11.52000054717064,70.29765930175782,11.8052177131176,87.61930847167969,,
29,150,11.840000450611116,67.57311706542968,11.860869824886322,84.8255615234375,,
30,155,11.920000314712524,65.02958221435547,11.925217509269714,82.2119140625,,
31,160,11.840000599622728,62.61064453125,11.99304386973381,79.71189880371094,,
32,165,12.240000516176226,60.340474700927736,12.066087126731873,77.29515838623047,,
33,170,12.20000058412552,58.20008621215821,12.057391554117205,75.01116943359375,,
34,175,12.28000044822693,56.15445175170899,12.118261307477953,72.82674407958984,,
35,180,12.240000367164612,54.19973983764648,12.095652520656586,70.73748779296875,,
36,185,12.20000058412552,52.38399047851563,12.114783376455309,68.74264526367188,,
37,190,12.160000652074816,50.653857421875,12.201739847660065,66.86761474609375,,
38,195,12.120000422000883,49.02505035400391,12.309565395116806,65.03521728515625,,
39,200,12.200000286102297,47.468430328369145,12.34086975455284,63.284576416015625,,
40,205,12.120000571012495,45.97361907958984,12.408696115016935,61.581298828125,,
41,210,12.040000408887863,44.56392593383789,12.413913756608965,59.96183776855469,,
42,215,12.12000086903572,43.17915649414064,12.49913051724434,58.38871765136719,,
43,220,12.00000047683716,41.85431823730469,12.537391483783722,56.86643600463867,,
44,225,12.360000759363174,40.59346237182618,12.5721737742424,55.3974609375,,
45,230,12.40000054240227,39.39636840820313,12.593044340610504,53.98094177246094,,
46,235,12.36000061035156,38.209869384765625,12.640000879764557,52.63032913208008,,
