epoch,step,train_accuracy,train_loss,val_accuracy,val_loss,phdim_0,e_alpha
0,2,8.20000022649765,12.478300094604492,7.081355899572372,5.335455417633057,,
1,4,6.800000369548798,4.5849034786224365,7.079660892486572,3.558143138885498,,
2,6,8.000000193715096,3.523715853691101,8.657626807689667,3.3836138248443604,,
3,8,10.100000351667404,3.212921977043152,10.53898259997368,2.8162124156951904,,
4,10,11.500000581145288,2.5439473390579224,12.040677666664124,2.13069224357605,,
5,12,13.100000470876694,1.85979163646698,14.44406807422638,1.646182656288147,,
6,14,16.200000792741776,1.4300552606582642,16.271185874938965,1.368834137916565,,
7,16,18.200000375509266,1.1938472986221311,17.561016976833344,1.214367389678955,,
8,18,20.80000042915344,1.0548887252807615,18.26101690530777,1.1100374460220337,,
9,20,21.300001442432404,0.955061674118042,18.90508383512497,1.0166363716125488,,
10,22,23.40000122785568,0.862842470407486,19.669491052627563,0.9226571917533876,,
11,24,23.600000888109207,0.7718615233898163,20.45932114124298,0.8347339630126953,,
12,26,24.80000108480453,0.6903800070285797,21.076270937919617,0.7631857991218567,,
13,28,25.40000155568123,0.6281531155109406,21.862711012363437,0.7100980877876282,,
14,30,25.700001418590546,0.5847838222980499,22.516949474811558,0.6707764863967896,,
15,32,27.300001680850983,0.5506406426429749,23.193219304084774,0.6378339529037476,,
16,34,27.900001406669617,0.5180696845054626,23.91355931758881,0.6062728762626648,,
17,36,29.500001668930054,0.4858741909265518,24.610169231891632,0.576154351234436,,
18,38,31.10000193119049,0.4540151059627533,25.28813481330872,0.5492444634437561,,
19,40,32.30000138282776,0.4256543666124344,25.92711746692657,0.5265251994132996,,
20,42,33.50000083446503,0.4011944979429245,26.38813555240631,0.5080668330192566,,
21,44,33.30000042915344,0.3808553367853164,26.828813552856445,0.4928855895996094,,
22,46,34.300002455711365,0.3648687899112701,27.26949155330658,0.4798450767993927,,
23,48,34.700001776218414,0.3502956032752991,27.58305072784424,0.4680588841438293,,
24,50,35.80000251531601,0.3371296674013138,27.899998426437374,0.4568308591842651,,
25,52,36.000001430511475,0.3248023986816406,28.23389768600464,0.4459355771541595,,
26,54,36.20000183582306,0.312700867652893,28.581354022026066,0.4352265894412994,,
27,56,37.10000216960907,0.3009573966264725,29.030507802963257,0.424877256155014,,
28,58,38.10000121593475,0.2895715534687042,29.56271171569824,0.4152620136737823,,
29,60,39.40000087022781,0.2790378481149673,30.11864423751831,0.4065688848495483,,
30,62,40.70000201463699,0.2697171419858932,30.555930733680725,0.3988363146781921,,
31,64,41.00000113248825,0.2609695196151733,30.957627296447757,0.3919236361980438,,
32,66,42.00000166893005,0.2532407566905021,31.374576687812805,0.3855595290660858,,
33,68,42.80000180006027,0.2457696199417114,31.72372877597809,0.3795964419841766,,
34,70,43.00000220537186,0.238874040544033,32.05084800720215,0.3738806545734405,,
35,72,44.200001657009125,0.2320511192083358,32.37627148628235,0.3684952855110168,,
36,74,45.00000178813934,0.225580021739006,32.73728787899017,0.3633579313755035,,
37,76,46.10000252723694,0.2194921299815178,33.152541518211365,0.3584544956684112,,
