batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.embedding.weight,paramnorm_transformer.linear.weight,phdim_0,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
13.0,0,,,0.0770282745361328,0.0,6208.0,3104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.4745569229125976,0.0,4.266383171081543,71.263427734375,0.0,,
,1,0.0,2.921949863433838,,,,,0.051337007433176,0.0261940788477659,0.0056830132380127,0.999167501926422,0.0518267601728439,0.0512460619211196,0.051553264260292,0.0514054670929908,0.0509899444878101,0.0513376779854297,0.051345232874155,0.0512990057468414,0.0509676858782768,0.0516641624271869,0.0512413047254085,0.0512615777552127,0.0518086217343807,0.0056923315860331,0.9992210865020752,0.0512553714215755,0.0262144468724727,0.0062767639756202,1.0015136003494265,0.0512518659234046,0.0515222288668155,0.0517474561929702,0.05142218247056,0.0511488392949104,0.0519007220864295,0.0514192432165145,0.0514104217290878,0.0516452267765998,0.0507588163018226,0.0515645444393157,0.0517919100821018,0.0517705678939819,0.0057248105295002,0.9988754391670228,1.0095036029815674,0.0509265102446079,,13,,,,,0.0,2.9262564182281494,18.65765190124512
13.0,1,,,0.1132986545562744,0.0010000000474974,6208.0,3104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2.6081645488739014,0.0,2.688926219940185,14.715865135192873,0.0,,
,2,0.3382731974124908,2.4066083431243896,,,,,0.0519637502729892,0.0272340085357427,0.0078428005799651,0.9986672401428224,0.0521032251417636,0.0516882427036762,0.0523788183927536,0.0516921952366828,0.051475066691637,0.0518169105052948,0.051585130393505,0.0520736649632453,0.0517552830278873,0.0521831102669239,0.0519228018820285,0.0518886893987655,0.0520704723894596,0.0081180511042475,0.9991801381111144,0.051839780062437,0.0271760672330856,0.0122790737077593,1.0075327157974243,0.0515046790242195,0.0524511523544788,0.0526160299777984,0.0516445711255073,0.051564235240221,0.0522784106433391,0.0517485812306404,0.051805093884468,0.0520461313426494,0.0509142912924289,0.0522308200597763,0.0524160265922546,0.0520663186907768,0.0080370288342237,0.9982975721359252,1.0092732906341553,0.0519569292664527,,26,,,,,0.3543814420700073,2.410112142562866,11.135210037231444
13.0,2,,,0.0808544158935546,0.0010000000474974,6208.0,3104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2.2707767486572266,0.8859535455703735,2.3770980834960938,10.77359390258789,0.3543814420700073,,
,3,1.175902009010315,2.3312056064605717,,,,,0.0523097515106201,0.0277241021394729,0.0085257580503821,0.9984978437423706,0.0522565133869648,0.0519919581711292,0.0528788678348064,0.0518335439264774,0.0517343059182167,0.0520795546472072,0.0516925416886806,0.0525303855538368,0.052222054451704,0.0524532198905944,0.0522204674780368,0.0522149242460727,0.0522014573216438,0.0088712917640805,0.9992045164108276,0.0521811842918396,0.0276008527725934,0.0171427112072706,1.0142970085144043,0.0515976808965206,0.0529426783323287,0.0531412214040756,0.0517641194164752,0.0518910996615886,0.0525566935539245,0.0518659129738807,0.0520163625478744,0.0522065944969654,0.0509905479848384,0.0525944903492927,0.0528117790818214,0.0521838925778865,0.008759768679738,0.9981540441513062,1.0091893672943115,0.0530625283718109,,39,,,,,0.8054123520851135,2.341212272644043,10.393828392028809
13.0,3,,,0.0808608531951904,0.0010000000474974,6208.0,3104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0.4271221160888672,1.0470361709594729,2.32806658744812,10.258090019226074,0.8054123520851135,,
,4,1.2403349876403809,2.310290098190308,,,,,0.0524326488375663,0.0278900098055601,0.0087237292900681,0.9984508156776428,0.0523040555417537,0.0520892553031444,0.0530508607625961,0.0518724024295806,0.0518661923706531,0.0522002577781677,0.0517201945185661,0.0527049414813518,0.0523972325026989,0.052558172494173,0.0523086301982402,0.0523337759077549,0.0522413663566112,0.0090775489807128,0.9992165565490724,0.0523045808076858,0.0277478620409965,0.0201166979968547,1.0191752910614014,0.0516433119773864,0.0531300008296966,0.0533482171595096,0.0518375411629676,0.0520892143249511,0.0527202859520912,0.0519264377653598,0.0520712286233902,0.0522336289286613,0.0510090701282024,0.0527345240116119,0.0529665313661098,0.0522200986742973,0.0089841466397047,0.9981103539466858,1.0091633796691897,0.0538894683122634,,52,,,,,0.579896867275238,2.320164918899536,10.177352905273438
13.0,4,,,0.0879604816436767,0.0010000000474974,6208.0,3104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2.5974106788635254,0.998711347579956,2.3127832412719727,10.102502822875977,0.579896867275238,,
,5,1.063144326210022,2.302175760269165,,,,,0.052466232329607,0.0279353968799114,0.0087641319260001,0.9984195828437804,0.0523291453719139,0.052189864218235,0.0531591027975082,0.0519189946353435,0.0519588179886341,0.0522593930363655,0.0517448000609874,0.052748292684555,0.0524399019777774,0.0525877065956592,0.0523370057344436,0.0523388534784317,0.0522365793585777,0.0091183492913842,0.9992209672927856,0.0523483753204345,0.0277990419417619,0.0220845360308885,1.022444725036621,0.051660019904375,0.0531797185540199,0.0533984340727329,0.0518459640443325,0.0522958226501941,0.0528693683445453,0.0519393905997276,0.0521420575678348,0.0522837787866592,0.0510348044335842,0.0527763962745666,0.0530179888010025,0.0522289127111434,0.0090679079294204,0.998063325881958,1.009162425994873,0.054472804069519,,65,,,,,0.9664947986602784,2.309698820114136,10.071391105651855
