Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc,E_0.5,E_1.0,E_2.0
800,3.2142481699985868,0.16609088493223492,7.675041675567627,0.00017711654268508679,943.5293,266.2357,25.197346
1000,3.0275713993202267,0.22322614934892374,7.717824459075928,0.00035423308537017357,842.2372,242.09775,23.819227
1200,2.8084139085785367,0.27318628753654,7.578729629516602,0.0005313496280552603,774.2361,227.10727,23.200365
1400,2.3358240498845135,0.4108424129683763,6.785078048706055,0.002479631597591215,733.17145,219.18073,23.062914
1600,1.5723132966143192,0.6587828859952166,5.126365661621094,0.02497343251859724,669.7892,204.91966,22.343233
1800,0.9963363639034237,0.8695190007972362,3.6470274925231934,0.11725115125752746,565.57526,175.29037,19.441288
2000,0.698515685416269,0.9646558596864204,2.6641440391540527,0.2667375132837407,442.86023,136.3194,14.889486
2200,0.5689992511997887,0.9872442200372044,2.119283676147461,0.39798087141339,313.75482,93.88969,9.695496
2400,0.4599257594104653,0.9968110550093011,1.6168920993804932,0.5772228126106979,206.5928,59.741814,5.7553964
2600,0.4216533765382916,0.9976082912569758,1.3992456197738647,0.6698547644349983,125.27844,34.85035,3.0736747
2800,0.3999194765531285,0.9984055275046505,1.2844406366348267,0.7249380092100602,72.54062,19.092884,1.4866807
3000,0.38364402718946966,0.9989370183364337,1.2122600078582764,0.7552249380092101,45.03238,11.076086,0.7577971
3200,0.35793273033311385,0.9997342545841085,1.0934845209121704,0.8181013106624159,33.347683,7.838241,0.4926439
3400,0.33229787273512157,1.0,0.9664338231086731,0.8834573149132129,30.625072,7.153055,0.4445697
3600,0.3250940583850233,1.0,0.9226815104484558,0.905951115834219,20.402557,4.6731005,0.2795605
3800,0.32049133455756496,1.0,0.9034811854362488,0.9110874955720865,14.618266,3.375025,0.20708856
4000,0.3159139152936026,1.0,0.8887896537780762,0.9171094580233794,8.834689,1.8891344,0.10441898
4200,0.3129277746632414,1.0,0.8786421418190002,0.9179950407368048,7.171055,1.5238209,0.079989076
4400,0.3116514751909896,1.0,0.8738575577735901,0.9179950407368048,6.148874,1.2556889,0.062146693
4600,0.31022625435326856,1.0,0.8704385757446289,0.9190577399929153,4.6528387,0.95372057,0.046972238
4800,0.3089278479887075,1.0,0.866096019744873,0.916223875309954,3.6309037,0.7209066,0.031588886
5000,0.307579814350228,1.0,0.8641061186790466,0.9167552249380092,1.6962636,0.3298697,0.013351145
5200,0.30682836340330966,1.0,0.8663952350616455,0.9148069429684732,1.6329745,0.34830937,0.017257396
5400,0.30662941899414936,1.0,0.8671663999557495,0.9125044279135671,1.5838525,0.32543278,0.015136719
5600,0.30600441638662434,1.0,0.8675405383110046,0.9109103790294013,2.3043327,0.5126423,0.029785156
5800,0.3058166058178186,1.0,0.8700075149536133,0.9094934466879206,2.1531754,0.44880354,0.023925781
6000,0.3056547660365752,1.0,0.871942937374115,0.9086078639744952,1.8030901,0.3828352,0.021066207
6200,0.3055893630224943,1.0,0.8745330572128296,0.9077222812610698,1.966377,0.36734152,0.013579302
6400,0.30500336016330065,1.0,0.8737157583236694,0.9098476797732908,2.1611845,0.40962875,0.016020708
6600,0.30513526974065236,1.0,0.8755021095275879,0.9110874955720865,2.5761383,0.5098585,0.023522891
6800,0.3051373736357201,1.0,0.8759738206863403,0.910201912858661,2.398591,0.4647775,0.020625766
7000,0.3048024542417863,1.0,0.8758689761161804,0.9119730782855119,2.1983075,0.47254732,0.026485141
7200,0.30468094396426454,1.0,0.8764863014221191,0.9100247963159759,2.2998495,0.46481988,0.022330811
7400,0.30464993766131565,1.0,0.8764175176620483,0.9075451647183846,3.693237,0.79392743,0.041382775
7600,0.30435171081067525,1.0,0.8757989406585693,0.9100247963159759,4.7466025,1.0421121,0.057315554
7800,0.30425846955258573,1.0,0.8754165172576904,0.9100247963159759,4.7700014,1.0960498,0.06512805
8000,0.304345696348793,1.0,0.8769392967224121,0.9087849805171803,4.162517,0.92730623,0.0534093
8200,0.304199280073248,1.0,0.8765983581542969,0.9096705632306057,1.172869,0.25100464,0.014300384
8400,0.3041877279470425,1.0,0.8762465715408325,0.90807651434644,2.4365454,0.5051935,0.022949219
8600,0.3040863385930392,1.0,0.8755754828453064,0.9119730782855119,4.100429,0.83349615,0.03800964
8800,0.30414027209266714,1.0,0.8755202889442444,0.9125044279135671,5.0086236,1.0197767,0.047224678
9000,0.3037450798340944,1.0,0.8753406405448914,0.9123273113708821,3.3311548,0.6652662,0.031111402
9200,0.30372479481168674,1.0,0.875278890132904,0.9109103790294013,4.8473067,1.0179813,0.051260088
9400,0.3039932698050997,1.0,0.8752464056015015,0.9094934466879206,5.19645,1.0736201,0.052073456
9600,0.30382657190475443,1.0,0.8761442303657532,0.9103790294013461,7.3498826,1.6407868,0.09470103
9800,0.3039907454066285,1.0,0.8734884262084961,0.9110874955720865,7.6949515,1.7312051,0.10092216
10000,0.303836908352809,1.0,0.8743059039115906,0.910201912858661,8.246641,1.8838505,0.11496593
10200,0.3037810219180036,1.0,0.8757705688476562,0.9114417286574567,7.842391,1.7956111,0.1074245
10400,0.30367091477883484,1.0,0.8744720816612244,0.9123273113708821,6.191983,1.3873793,0.08063285
10600,0.3035930796424157,1.0,0.8742673993110657,0.9130357775416224,4.4969115,0.9793112,0.05346919
10800,0.303788588437,1.0,0.8753926157951355,0.9117959617428267,2.1079216,0.44061634,0.022707466
11000,0.30363460881039084,1.0,0.8760722279548645,0.9119730782855119,1.7059064,0.3520616,0.017108653
11200,0.3038355196897191,1.0,0.8779182434082031,0.9103790294013461,2.072995,0.49386165,0.030273438
11400,0.30352873019547405,1.0,0.8774417638778687,0.9093163301452356,2.130568,0.52207565,0.033691406
11600,0.30368026044816687,1.0,0.8792067170143127,0.9110874955720865,2.4129028,0.60413146,0.041015625
11800,0.303643084818969,1.0,0.8811042308807373,0.9100247963159759,2.2754893,0.54156435,0.034179688
12000,0.30386113497192735,1.0,0.8819291591644287,0.910201912858661,2.2320619,0.47352082,0.024414062
12200,0.30352962231686736,1.0,0.8834035396575928,0.9089620970598654,2.5371823,0.558367,0.03078893
12400,0.30389767866200534,1.0,0.885350227355957,0.9073680481756996,3.2026258,0.67098206,0.034206897
12600,0.30343617576884996,1.0,0.8868746161460876,0.9107332624867163,2.9321148,0.6228078,0.033237737
12800,0.3034139198411693,1.0,0.8882418870925903,0.9086078639744952,3.3864117,0.67686796,0.029956853
13000,0.30362113404235974,1.0,0.8887822031974792,0.9093163301452356,2.907558,0.60208946,0.028342087
13200,0.30335741912846614,1.0,0.8910411596298218,0.9077222812610698,3.82902,0.8017924,0.03951806
13400,0.3034877897877025,1.0,0.8922539949417114,0.9057739992915338,2.5379462,0.53603923,0.026815347
13600,0.3035661933620401,1.0,0.8933202624320984,0.9064824654622742,2.9317036,0.61517197,0.030218944
13800,0.30334438951035114,1.0,0.8953306674957275,0.9034714842366277,2.836193,0.62938905,0.032226562
14000,0.3030795908072449,1.0,0.8953348398208618,0.9047113000354233,3.1449835,0.6764181,0.03337446
14200,0.3033255098856354,1.0,0.895659327507019,0.9036486007793127,2.968207,0.6451681,0.032397896
14400,0.30307875019642955,1.0,0.8972511291503906,0.9031172511512575,3.4572973,0.7713401,0.04187885
