Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc,E_0.5,E_1.0,E_2.0
800,2.987640312938908,0.22163167685357427,8.35116958618164,0.00017711654268508679,880.1292,252.87148,24.9281
1000,2.6293513568322644,0.30932766409779433,8.112483978271484,0.0012398157987956076,778.44824,233.43353,24.925194
1200,2.0899552811722217,0.4461865532819559,7.4877238273620605,0.003365214311016649,721.2096,223.5245,25.165283
1400,1.7881216875517778,0.5429178846664895,7.100775241851807,0.007616011335458732,664.50653,210.80211,24.569443
1600,1.418829772626343,0.6728673930374701,6.203947067260742,0.021253985122210415,616.7562,197.74535,23.536606
1800,0.9435650526511045,0.8461334041987776,4.899688720703125,0.0736804817569961,536.89307,171.72974,20.238293
2000,0.6501608218660134,0.9489768801488174,3.7436306476593018,0.155154091392136,414.69684,131.32674,15.189617
2200,0.450411178482488,0.9917618921073611,2.653796434402466,0.2922422954303932,265.10498,80.784035,8.669535
2400,0.34188379052310686,0.9992027637523253,1.9100396633148193,0.44615657102373363,143.79446,41.649982,4.077649
2600,0.31916460705316674,1.0,1.6447975635528564,0.5233793836344315,68.606094,18.778627,1.6224487
2800,0.3116980515165022,1.0,1.5510214567184448,0.5563230605738576,31.90535,8.121558,0.6025308
3000,0.3054787550807601,1.0,1.4861217737197876,0.5743889479277364,16.684065,4.194287,0.30299935
3200,0.2966905001579622,1.0,1.4219921827316284,0.5958200495926319,10.808612,2.5358174,0.16019237
3400,0.2874482537389847,1.0,1.3525667190551758,0.6216790648246546,9.83853,2.3218112,0.15285064
3600,0.27947745054223705,1.0,1.2947304248809814,0.6438186326602905,10.044249,2.3382077,0.15188693
3800,0.27603108127985804,1.0,1.2684345245361328,0.6546227417640808,8.684525,2.0051835,0.1303646
4000,0.27407545712980663,1.0,1.2632243633270264,0.6555083244775062,6.4850035,1.370704,0.07205183
4200,0.2727479158786583,1.0,1.2539952993392944,0.6594048884165781,7.1009893,1.62861,0.09924251
4400,0.2706683597015378,1.0,1.2456601858139038,0.6546227417640808,6.728703,1.5389766,0.09079894
4600,0.26874743755624675,1.0,1.2353150844573975,0.6581650726177825,8.720335,2.0480046,0.13025783
4800,0.26655448007355526,1.0,1.2265844345092773,0.6611760538434289,7.261119,1.675822,0.10291407
5000,0.26456396420712236,1.0,1.2189548015594482,0.6608218207580588,6.9331646,1.635071,0.10682032
5200,0.26376650914244915,1.0,1.2208819389343262,0.6576337229897272,4.8535676,1.275249,0.095703125
