Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc,E_0.5,E_1.0,E_2.0
800,3.0120125211618887,0.213659314376827,8.140931129455566,0.00017711654268508679,939.29926,272.07495,26.96148
1000,2.732390533949573,0.28142439542917885,8.200608253479004,0.0005313496280552603,831.6483,249.38858,26.469278
1200,2.5439428772471415,0.33909115067765083,8.241856575012207,0.000885582713425434,760.178,235.07028,26.545662
1400,2.296861039682997,0.40154132341217114,7.906680107116699,0.0021253985122210413,716.8364,227.57556,26.994009
1600,1.5989422890977152,0.6159978740366728,6.328195571899414,0.019482819695359546,684.4923,222.03769,27.298067
1800,0.9839990204583765,0.8267339888386925,4.7905097007751465,0.06942968473255402,587.1511,190.20686,23.19411
2000,0.7446975902835644,0.9069891044379484,4.040134429931641,0.11742826780021254,459.42325,147.49911,17.540733
2200,0.6291259962480308,0.938612808929046,3.5088233947753906,0.17233439603258943,289.68542,89.88382,9.938376
2400,0.5308769180392636,0.9659845867658783,2.979778289794922,0.25717321997874604,174.61829,51.833294,5.204288
2600,0.44519932560549436,0.984321020462397,2.4380080699920654,0.3538788522848034,102.080124,29.08378,2.6994822
2800,0.4011503531281504,0.9925591283550359,2.1151976585388184,0.41994332270634077,64.54524,17.615906,1.4826363
3000,0.3703975916589919,0.9949508370980601,1.8829903602600098,0.4762663832801984,41.582306,10.675677,0.81110454
3200,0.34823336334834226,0.9957480733457348,1.7105083465576172,0.5233793836344315,26.89383,6.7243376,0.485073
3400,0.32152088272771145,0.9976082912569758,1.5402952432632446,0.5761601133545873,19.442783,4.5763326,0.2996191
3600,0.2923715731944298,0.9989370183364337,1.356993317604065,0.6353170386114063,17.812796,4.2903767,0.2927276
3800,0.2745025967968736,0.9997342545841085,1.2346693277359009,0.6829613885936946,12.464727,2.9621654,0.19736457
4000,0.2627712133207633,1.0,1.1576594114303589,0.7109458023379384,9.547138,2.2825027,0.14699733
4200,0.25505844144278816,1.0,1.1030315160751343,0.73467941905774,4.3533463,1.0173928,0.05859375
4400,0.24831531811609503,0.9997342545841085,1.0469633340835571,0.7550478214665249,3.6461287,0.8491948,0.048828125
4600,0.24181879540089118,1.0,0.9910145401954651,0.7750619907899398,2.6682389,0.60575813,0.033203125
4800,0.23701849631685987,1.0,0.9423348903656006,0.7964930924548352,2.0502336,0.44930273,0.024468485
5000,0.23320928098767038,1.0,0.9010748863220215,0.8099539496989019,1.2184998,0.22800103,0.009250706
5200,0.230604653025193,0.9994685091682168,0.867469847202301,0.824654622741764,0.581499,0.09005685,0.0024147683
5400,0.2282107340316965,0.9997342545841085,0.8400354981422424,0.8390010626992561,0.49560875,0.082679726,0.0023603463
5600,0.22628115996255097,0.9997342545841085,0.8160101771354675,0.8498051718030464,0.3870008,0.07544418,0.0029296875
5800,0.2248008495952549,1.0,0.798667848110199,0.8586609989373007,0.5222998,0.09375,0.0032647909
6000,0.2230512550812974,1.0,0.7814323306083679,0.8659227771873893,0.34552312,0.0625,0.0022882281
6200,0.22161611933246306,1.0,0.7701184749603271,0.8705278072972016,0.36795026,0.07243241,0.0032647909
6400,0.2203967318021963,1.0,0.7631928324699402,0.8749557208643287,0.36795026,0.07243241,0.0032647909
6600,0.21912485385254726,1.0,0.7561443448066711,0.879560750974141,0.23265122,0.054126587,0.0029296875
6800,0.21870625831648102,1.0,0.7569323778152466,0.877612469004605,0.0,0.0,0.0
7000,0.21826517355432543,1.0,0.7553527355194092,0.8788522848034006,0.0,0.0,0.0
7200,0.2177887125920337,1.0,0.7545635104179382,0.8781438186326603,0.0,0.0,0.0
7400,0.21781844414281554,1.0,0.7549599409103394,0.8788522848034006,0.0,0.0,0.0
7600,0.2174444938993758,1.0,0.754666268825531,0.8760184201204393,0.0,0.0,0.0
7800,0.21740994927352836,1.0,0.7578280568122864,0.8751328374070139,0.2102241,0.044194173,0.0019531249
8000,0.21732238891781755,1.0,0.756420910358429,0.8724760892667375,0.2102241,0.044194173,0.0019531249
8200,0.2169819724328525,1.0,0.7574881911277771,0.8760184201204393,0.44287533,0.09832076,0.0048828125
8400,0.21685498127619257,1.0,0.7592493295669556,0.8726532058094226,0.6138131,0.13383004,0.007131896
8600,0.21672190329019864,1.0,0.7583815455436707,0.8747786043216437,0.79058975,0.16508004,0.0081084585
8800,0.21651808920294371,1.0,0.7610834240913391,0.8728303223521077,0.5579386,0.11095344,0.005178771
9000,0.21638366798992775,1.0,0.7611010670661926,0.8737159050655331,0.17677669,0.03125,0.0009765625
9200,0.2161828043286293,1.0,0.76177978515625,0.8730074388947928,0.2766705,0.07654656,0.0058593755
9400,0.21583714076584398,1.0,0.7624049186706543,0.8717676230959972,0.2766705,0.07654656,0.0058593755
9600,0.2156289439314767,1.0,0.7629603147506714,0.8696422245837762,0.58285666,0.17029655,0.0146484375
9800,0.215506386054408,1.0,0.762582004070282,0.8698193411264612,0.0,0.0,0.0
10000,0.2153899200832847,1.0,0.7635094523429871,0.8707049238398866,0.0,0.0,0.0
10200,0.2152406183719128,1.0,0.7653183341026306,0.8698193411264612,0.0,0.0,0.0
10400,0.215175439053446,1.0,0.766391932964325,0.8676939426142402,0.17677669,0.03125,0.0009765625
10600,0.21484451468735974,1.0,0.7649078965187073,0.8687566418703507,0.17677669,0.03125,0.0009765625
10800,0.21476668973188276,1.0,0.7653967142105103,0.869287991498406,0.17677669,0.03125,0.0009765625
11000,0.21454814589628665,1.0,0.763986349105835,0.8712362734679419,0.0,0.0,0.0
11200,0.21447271449180033,1.0,0.7636939883232117,0.869465108041091,0.09966149,0.009932414,9.865284e-05
11400,0.21412182047887904,1.0,0.7639512419700623,0.8710591569252568,0.09966149,0.009932414,9.865284e-05
11600,0.2140842265915497,1.0,0.7633417844772339,0.8707049238398866,0.09966149,0.009932414,9.865284e-05
11800,0.21387792315107376,1.0,0.761673092842102,0.8707049238398866,0.17677669,0.03125,0.0009765625
12000,0.21362398385035367,1.0,0.7604945302009583,0.8710591569252568,0.76244545,0.20642348,0.017578125
12200,0.2133571684178348,1.0,0.7601093649864197,0.8703506907545164,0.9392221,0.23767348,0.018554688
12400,0.21322249453846456,1.0,0.7591673135757446,0.8722989727240524,0.76244545,0.20642348,0.017578125
12600,0.21340210057860387,1.0,0.7586979866027832,0.8712362734679419,0.6594279,0.14787659,0.0078125
12800,0.21311526138700768,1.0,0.7577292323112488,0.8705278072972016,0.3323127,0.064059004,0.0030283404
13000,0.21296257705660598,1.0,0.7559776902198792,0.8708820403825718,0.23265122,0.054126587,0.0029296875
13200,0.21275680875908085,1.0,0.7548661828041077,0.8701735742118314,0.0,0.0,0.0
13400,0.21287192550787037,1.0,0.7536014914512634,0.871413390010627,0.0,0.0,0.0
13600,0.21277945667481504,1.0,0.7524950504302979,0.8717676230959972,0.2102241,0.044194173,0.0019531249
13800,0.2125450436490158,1.0,0.7526736259460449,0.8698193411264612,0.95077825,0.18213835,0.0068359375
14000,0.2124676638988938,1.0,0.7526034116744995,0.8721218561813674,0.5637775,0.10669418,0.00390625
14200,0.21236332094308197,1.0,0.7516966462135315,0.873538788522848,0.35355338,0.0625,0.001953125
14400,0.21242018080822114,1.0,0.7516424655914307,0.8719447396386822,0.17677669,0.03125,0.0009765625
14600,0.21227730049150534,1.0,0.7516902089118958,0.8728303223521077,0.0,0.0,0.0
14800,0.2123402620831798,1.0,0.7517982125282288,0.8737159050655331,0.0,0.0,0.0
15000,0.21238440264104497,1.0,0.7519118785858154,0.8737159050655331,0.17986768,0.032352384,0.0010466768
15200,0.21219113640588172,1.0,0.7519012093544006,0.8701735742118314,0.42986768,0.09485239,0.0049529267
15400,0.21201011193200942,1.0,0.7502914667129517,0.8721218561813674,0.6625189,0.14897898,0.007882615
15600,0.21191637257201665,1.0,0.7519904971122742,0.8733616719801629,0.48265123,0.11662659,0.0068359375
15800,0.2118720815413308,1.0,0.7510348558425903,0.8724760892667375,0.44287533,0.09832076,0.0048828125
16000,0.21208623667410198,1.0,0.7514642477035522,0.869465108041091,0.2102241,0.044194173,0.0019531249
16200,0.21213009444649727,1.0,0.7509974241256714,0.8746014877789585,0.3870008,0.07544418,0.0029296875
16400,0.21190940744535358,1.0,0.7505897879600525,0.873538788522848,0.17677669,0.03125,0.0009765625
16600,0.21209057751343094,1.0,0.7513965368270874,0.8737159050655331,0.17677669,0.03125,0.0009765625
16800,0.21207323479519352,1.0,0.7508354187011719,0.8751328374070139,0.0,0.0,0.0
17000,0.21188217433975823,1.0,0.7537572383880615,0.8730074388947928,0.17677669,0.03125,0.0009765625
17200,0.21210724722426716,1.0,0.7528514266014099,0.873538788522848,0.17677669,0.03125,0.0009765625
17400,0.2119238978801748,1.0,0.7527189254760742,0.8738930216082182,0.6178962,0.13237712,0.0068359375
17600,0.21190994678185462,1.0,0.7523836493492126,0.8756641870350691,0.94111955,0.22612712,0.013671875
17800,0.21171239723305166,1.0,0.7524577379226685,0.8744243712362735,1.1737707,0.2802537,0.016601562
18000,0.2117112800577933,1.0,0.7516485452651978,0.8758413035777541,0.73265123,0.17912659,0.0107421875
18200,0.2118166811069275,1.0,0.7535905838012695,0.8751328374070139,0.54472697,0.10368241,0.0042413534
18400,0.2117365396564513,1.0,0.7533302903175354,0.8772582359192349,0.31207573,0.049555827,0.0013116659
18600,0.2117835053168742,1.0,0.7527421116828918,0.8746014877789585,0.31207573,0.049555827,0.0013116659
18800,0.21169241160399857,1.0,0.7527212500572205,0.8749557208643287,0.13529903,0.018305827,0.0003351033
19000,0.21177958006273392,1.0,0.7549855709075928,0.8756641870350691,0.0,0.0,0.0
19200,0.21174799159680027,1.0,0.7545942068099976,0.8770811193765498,0.0,0.0,0.0
19400,0.21186461221053504,1.0,0.7551727294921875,0.8784980517180304,0.0,0.0,0.0
19600,0.21154244249642545,1.0,0.7528873085975647,0.8760184201204393,0.4267767,0.09375,0.0048828125
19800,0.21161346003282522,1.0,0.7554088830947876,0.8758413035777541,0.8870008,0.20044418,0.0107421875
20000,0.21174160118056143,1.0,0.7546010613441467,0.8753099539496989,1.5730991,0.36236733,0.020507812
