Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc,E_0.5,E_1.0,E_2.0
800,3.2427418946016036,0.162901939941536,7.685810565948486,0.0,972.00555,276.05392,26.444862
1000,3.072422410844331,0.2035609885729471,7.779777526855469,0.0,880.6813,255.7031,25.572157
1200,2.859122868202609,0.25697581716715384,7.639646053314209,0.0005313496280552603,811.2411,240.05998,24.958126
1400,2.590160556971124,0.3263353707148552,7.3168864250183105,0.0010626992561105207,776.00195,232.04773,24.596844
1600,2.072032735983235,0.4876428381610417,6.372244834899902,0.004250797024442083,720.4416,218.90244,23.887493
1800,1.3413417681778423,0.7294711666223758,4.799407482147217,0.03772582359192349,644.43396,198.93465,22.209759
2000,0.9889357706475949,0.8753653999468509,3.8148882389068604,0.09351753453772582,536.2081,165.76022,18.422268
2200,0.734983278198379,0.9545575338825405,2.9410078525543213,0.1983705278072972,420.93005,127.741,13.618679
2400,0.5865895963716216,0.9864469837895297,2.3010075092315674,0.3296138859369465,310.5876,90.50882,8.865837
2600,0.4722855385316676,0.9978740366728674,1.738663673400879,0.5051363797378675,215.7026,60.722527,5.540125
2800,0.4392433416057767,0.9986712729205421,1.5326752662658691,0.5832447750619908,137.87206,37.350586,3.1534023
3000,0.42048866769242976,0.9992027637523253,1.4210655689239502,0.6346085724406659,85.736206,22.46148,1.7596387
3200,0.4090673405456315,0.9997342545841085,1.3648004531860352,0.659227771873893,56.143436,13.826169,0.9588494
3400,0.40379461783093085,0.9989370183364337,1.3445838689804077,0.6661353170386114,52.25722,12.680118,0.84653306
3600,0.40065312295273015,0.9994685091682168,1.3387885093688965,0.6680835990081474,47.036354,11.108997,0.70229053
3800,0.3978102882111798,0.9992027637523253,1.3351783752441406,0.6764080765143464,44.60833,10.42209,0.6441045
4000,0.3959378040188524,0.9997342545841085,1.3372615575790405,0.6716259298618491,34.458534,7.9788504,0.4856165
4200,0.39523926166628953,0.9997342545841085,1.3375632762908936,0.675345377258236,31.685053,7.4421973,0.47103265
4400,0.3943887672904575,0.9997342545841085,1.3396776914596558,0.6709174636911087,38.310326,9.131941,0.5875691
4600,0.3937117481149323,0.9997342545841085,1.3434574604034424,0.6700318809776833,46.337593,10.963241,0.6992665
4800,0.3923545110631173,0.9994685091682168,1.3439126014709473,0.667552249380092,52.131424,12.18282,0.7544534
5000,0.39121637698693573,0.9997342545841085,1.338378667831421,0.6698547644349983,45.23116,10.245587,0.6052382
5200,0.3876741380014224,0.9994685091682168,1.3266218900680542,0.6741055614594403,39.6609,9.124629,0.55163133
5400,0.38064565829320884,1.0,1.299522876739502,0.6896918172157279,38.209675,8.847622,0.53772527
5600,0.37204072375168296,1.0,1.2561304569244385,0.7148423662770103,40.292366,9.590109,0.613917
5800,0.36400151932268043,1.0,1.206671118736267,0.7369819341126461,41.592873,9.873159,0.6289243
6000,0.3597616353014065,1.0,1.1779779195785522,0.7557562876372653,36.918953,8.722456,0.5536631
6200,0.35782308238572086,1.0,1.1624270677566528,0.7670917463691109,29.285204,6.729473,0.4040277
6400,0.3570773619351601,1.0,1.161558985710144,0.767268862911796,25.932991,5.906521,0.34597805
6600,0.3575121612584309,1.0,1.1622225046157837,0.7676230959971662,19.823498,4.513871,0.26249486
6800,0.35686935537076203,1.0,1.1599478721618652,0.7709883103081828,18.456572,4.2471547,0.25334764
7000,0.3563891147920942,1.0,1.163846492767334,0.7706340772228126,17.992487,4.035311,0.23125961
7200,0.356104366162531,1.0,1.1646150350570679,0.7690400283386468,25.787338,5.7492576,0.32859534
7400,0.35560628585665904,1.0,1.1652389764785767,0.7709883103081828,29.50804,6.6227455,0.38598147
7600,0.35553695223067244,1.0,1.1687618494033813,0.769571377966702,29.652,6.650728,0.3862311
7800,0.35496040939524426,1.0,1.1686664819717407,0.7709883103081828,24.065838,5.430717,0.31671157
8000,0.35500148820997457,1.0,1.1673994064331055,0.7731137088204039,16.315521,3.5097272,0.18677904
8200,0.353920688234426,1.0,1.1641054153442383,0.7722281261069784,11.700765,2.5948982,0.14557591
8400,0.3525825157274504,1.0,1.1552433967590332,0.7782500885582714,10.312979,2.3088264,0.13159008
8600,0.3505980858548094,1.0,1.1443915367126465,0.7860432164364152,10.594742,2.4117985,0.14062372
8800,0.34849382700547554,1.0,1.1272914409637451,0.7945448104852993,13.482545,3.062165,0.17577957
9000,0.3470144556885288,1.0,1.1143304109573364,0.7984413744243712,14.916591,3.407756,0.19691913
9200,0.3458599618322001,1.0,1.1057571172714233,0.8028692879914984,15.599963,3.6469448,0.22166085
9400,0.34494463805977477,1.0,1.103053331375122,0.8023379383634431,17.511936,4.168084,0.26030067
