epoch,step,train_accuracy,train_loss,val_accuracy,val_loss,phdim_0,e_alpha
0,10,11.680000573396685,130443.04375,10.712727159261703,63790.05859375,,
1,20,10.36000043153763,51293.62695312501,9.801817685365677,44978.40234375,,
2,30,9.820000529289247,39956.029687500006,10.176363587379456,34811.71875,,
3,40,10.020000413060188,30388.416796875,10.978181660175323,27545.291015625,,
4,50,10.540000423789024,24941.240625,10.761817544698715,23934.080078125,,
5,60,10.540000423789026,21796.510742187504,10.467272251844406,21174.125,,
6,70,10.58000050485134,19251.4576171875,10.465454310178757,19064.400390625,,
7,80,10.840000584721569,17364.060742187503,10.283636301755903,17406.017578125,,
8,90,10.66000044345856,15810.1255859375,10.123635828495026,16024.8212890625,,
9,100,10.48000045120716,14511.51337890625,10.107272118330002,14858.0341796875,,
10,110,10.34000039100647,13411.886035156253,10.107272118330002,13857.41015625,,
11,120,10.220000445842745,12475.288085937498,10.072726756334305,12972.0576171875,,
12,130,10.120000466704369,11647.782519531249,10.130909085273744,12200.939453125,,
13,140,10.12000046670437,10922.056542968752,10.070908814668655,11508.60546875,,
14,150,10.180000364780428,10277.08916015625,10.103636234998705,10889.080078125,,
15,160,10.160000398755074,9693.52431640625,10.061817616224287,10326.0029296875,,
16,170,10.060000494122503,9168.68623046875,10.065454244613647,9815.326171875,,
17,180,10.060000494122503,8691.834375,10.010908544063568,9344.8173828125,,
18,190,10.040000453591349,8255.163769531251,10.054545104503632,8910.1318359375,,
19,200,10.020000413060188,7851.140625,10.05818173289299,8509.322265625,,
20,210,10.140000507235529,7471.195751953126,10.107272118330002,8136.59375,,
21,220,10.180000439286232,7123.557861328125,10.187272727489471,7787.5078125,,
22,230,10.020000413060188,6798.15791015625,10.221818089485168,7461.9384765625,,
23,240,10.100000426173212,6500.253564453126,10.229090601205826,7157.34228515625,,
24,250,10.240000337362291,6221.631201171876,10.359999537467957,6873.2841796875,,
25,260,10.2800003439188,5961.568896484375,10.419999808073044,6609.810546875,,
26,270,10.280000343918802,5719.245947265625,10.450908541679382,6358.6796875,,
27,280,10.340000540018082,5491.02724609375,10.467272251844406,6120.38037109375,,
28,290,10.50000049173832,5276.445898437501,10.416363179683684,5899.4619140625,,
29,300,10.460000559687616,5076.84267578125,10.419999808073044,5686.27880859375,,
30,310,10.460000410676,4887.643603515625,10.412727296352386,5486.85302734375,,
31,320,10.580000430345535,4709.7513671875,10.381817817687988,5297.1162109375,,
32,330,10.800000280141832,4540.789355468751,10.40181815624237,5116.17822265625,,
33,340,10.840000584721563,4379.1607421875,10.361818224191666,4944.74951171875,,
34,350,10.760000571608543,4226.082836914063,10.387272387742996,4779.57958984375,,
35,360,10.660000368952751,4079.123754882813,10.40363609790802,4621.82568359375,,
36,370,10.920000448822975,3937.05810546875,10.45454517006874,4469.7314453125,,
37,380,10.980000495910645,3800.51328125,10.449090600013731,4326.18505859375,,
38,390,11.020000278949736,3671.89938964844,10.43454483151436,4189.015625,,
39,400,11.2200003862381,3550.043505859376,10.487272590398788,4057.551513671875,,
40,410,11.30000054836273,3434.7540039062505,10.507272183895113,3931.890869140625,,
41,420,11.340000405907633,3324.635229492188,10.494545102119446,3812.738037109375,,
42,430,11.140000447630882,3219.596435546875,10.520000010728836,3698.4375,,
43,440,11.240000501275064,3118.8029296875,10.48363596200943,3589.925537109375,,
44,450,11.220000609755514,3022.2450195312504,10.499999672174454,3485.176513671875,,
45,460,11.060000509023668,2930.625903320313,10.51090881228447,3384.929931640625,,
46,470,10.98000042140484,2841.758447265625,10.494545102119446,3289.369873046875,,
47,480,10.940000489354135,2757.374951171875,10.467272251844406,3197.18798828125,,
48,490,10.920000597834589,2676.2002929687505,10.447272658348083,3108.496826171875,,
49,500,10.780000388622284,2598.9895019531245,10.452727228403091,3024.26708984375,3.861658811569214,17.430223
50,510,10.900000408291818,2524.186083984376,10.490908473730087,2942.844970703125,4.114578723907471,16.200544
51,520,11.020000576972963,2453.011987304688,10.476363450288773,2864.911376953125,4.581702709197998,15.063501
52,530,11.100000441074371,2385.4608398437504,10.505454242229462,2790.79443359375,4.729018688201904,13.884451
53,540,11.240000650286676,2319.4651367187503,10.469090938568115,2719.657958984375,4.925704479217529,12.996551
54,550,11.120000630617142,2257.156005859375,10.570909082889557,2651.681884765625,4.725180149078369,12.359503
55,560,11.140000447630882,2198.079760742188,10.58909073472023,2586.69287109375,4.995461940765381,11.708725
56,570,11.160000488162042,2141.332275390625,10.585454106330872,2523.690185546875,4.824214458465576,11.505384
57,580,11.10000029206276,2086.633288574219,10.530909150838852,2463.415283203125,4.415834903717041,11.261762
58,590,11.000000536441805,2033.698645019532,10.50909087061882,2405.271728515625,4.669932842254639,11.069349
59,600,11.020000502467155,1983.2659790039063,10.547272115945816,2348.3955078125,4.318704128265381,10.458301
60,610,10.880000442266464,1934.127868652344,10.585454106330872,2293.955810546875,4.637770652770996,10.062435
61,620,10.86000055074692,1887.173754882813,10.530909150838852,2241.466064453125,4.825644016265869,9.731716
62,630,10.820000544190409,1841.571423339844,10.576363652944565,2190.5625,5.523386478424072,9.444251
63,640,10.98000042140484,1798.0454101562505,10.521817952394484,2141.87939453125,5.63765287399292,8.984123
64,650,11.04000046849251,1755.9213500976564,10.53999960422516,2095.015625,6.875453948974609,9.296546
65,660,10.960000529885292,1715.912634277344,10.498181730508804,2050.23046875,7.852831840515137,8.670299
66,670,11.100000515580176,1676.66748046875,10.467272251844406,2005.6322021484373,6.872842788696289,8.409073
67,680,11.100000590085983,1638.1393310546875,10.465454310178757,1962.303955078125,7.149964809417725,8.284074
68,690,11.140000447630884,1601.1804321289064,10.494545102119446,1921.7762451171875,6.244471073150635,7.8971677
69,700,11.16000033915043,1565.623937988281,10.480000078678133,1881.317138671875,7.991075038909912,8.176677
70,710,11.080000549554828,1531.3103515625,10.4581817984581,1842.5506591796875,7.595170021057129,7.863674
71,720,11.000000461935995,1498.1404174804688,10.470908880233765,1805.291259765625,7.251455783843994,7.6247168
72,730,11.040000542998316,1466.0331665039066,10.498181730508804,1768.646484375,7.00309419631958,7.516754
73,740,11.200000494718552,1434.851318359375,10.520000010728836,1733.8740234375,7.871038913726807,7.4206963
74,750,11.1800005286932,1404.9772338867188,10.48363596200943,1700.133544921875,6.854918479919434,7.4314837
