batches_per_epoch,epoch,full_train_acc,full_train_loss,fwd_time_in_epoch,learning_rate,len_train_ds,len_val_ds,paramnorm_transformer.decoder.blocks.0.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.0.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.0.ffn_norm.bias,paramnorm_transformer.decoder.blocks.0.ffn_norm.weight,paramnorm_transformer.decoder.blocks.0.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.0.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.0.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.0.self_attn_norm.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.0.weight,paramnorm_transformer.decoder.blocks.1.ffn.ffn.2.weight,paramnorm_transformer.decoder.blocks.1.ffn_norm.bias,paramnorm_transformer.decoder.blocks.1.ffn_norm.weight,paramnorm_transformer.decoder.blocks.1.self_attn.Wo.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.0.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.1.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.2.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wk.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wq.weight,paramnorm_transformer.decoder.blocks.1.self_attn.attn_heads.3.Wv.weight,paramnorm_transformer.decoder.blocks.1.self_attn_norm.bias,paramnorm_transformer.decoder.blocks.1.self_attn_norm.weight,paramnorm_transformer.embedding.weight,paramnorm_transformer.linear.weight,phdim_0,step,time_per_epoch,train_accuracy,train_loss,train_perplexity,val_accuracy,val_loss,val_perplexity
10.0,0,,,0.0713071823120117,0.0,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.3825712203979492,0.0,4.647473335266113,104.3210678100586,0.0,,
,1,0.0,3.134361267089844,,,,,0.0512973256409168,0.0258213877677917,0.0044445265084505,0.9997488856315612,0.0515733249485492,0.0517329275608062,0.0509109161794185,0.0509882047772407,0.0515715964138507,0.0512720048427581,0.0516230836510658,0.0514166094362735,0.0513704530894756,0.0510793291032314,0.0511284917593002,0.0513251945376396,0.0513967238366603,0.0043791844509541,0.9998285174369812,0.0511592701077461,0.0258617643266916,0.0047764326445758,1.001246213912964,0.0515620373189449,0.0506933107972145,0.0510149784386158,0.0510362721979618,0.0511757805943489,0.0511186681687831,0.0510587058961391,0.0511934570968151,0.0514892637729644,0.0514458678662776,0.0507344380021095,0.0512009337544441,0.0514689274132251,0.0044400440528988,0.999971330165863,0.991212785243988,0.051227368414402,,10,,,,,0.0,3.134268045425415,22.97181510925293
10.0,1,,,0.0836970806121826,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2.979542255401612,0.0,2.916196584701538,18.47090148925781,0.0,,
,2,0.0,2.49958610534668,,,,,0.0518312938511371,0.0268211066722869,0.0077183884568512,0.9994094967842102,0.0518828108906745,0.0520106479525566,0.0512509569525718,0.0512849949300289,0.0520550683140754,0.0517154410481452,0.0518790446221828,0.0518832094967365,0.051884539425373,0.0513059273362159,0.0516219027340412,0.051842737942934,0.0517189167439937,0.0075435540638864,0.9994086027145386,0.0515905171632766,0.026732187718153,0.0092661036178469,1.0042669773101809,0.0518588721752166,0.0511960461735725,0.0515382438898086,0.0513766892254352,0.0515328757464885,0.0514762252569198,0.0513417087495327,0.0515383258461952,0.0518304370343685,0.0516561158001422,0.0511368177831172,0.0515435449779033,0.0517632290720939,0.0075152618810534,0.9996245503425598,0.9910083413124084,0.0519623346626758,,20,,,,,0.0,2.506246328353882,12.258828163146973
10.0,2,,,0.0585083961486816,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2.785743236541748,0.4464285671710968,2.444931983947754,11.529765129089355,0.0,,
,3,1.1479591131210327,2.3658905029296875,,,,,0.0522812083363533,0.0275234170258045,0.0087246838957071,0.9992853999137878,0.0520886704325675,0.0522542558610439,0.0514839738607406,0.0514074116945266,0.0525362975895404,0.0521819591522216,0.0520301833748817,0.0522527582943439,0.0523368753492832,0.0514731220901012,0.0522663667798042,0.0525071732699871,0.0520250350236892,0.0085867252200841,0.999165415763855,0.0519729033112525,0.0273233707994222,0.0132779525592923,1.0095436573028564,0.0519586466252803,0.0515501387417316,0.0518856346607208,0.0515284985303878,0.0519057549536228,0.051838107407093,0.0514314286410808,0.0518449917435646,0.0521389357745647,0.0517809130251407,0.0515126958489418,0.0519404597580432,0.0518927238881588,0.0085096443071961,0.999460518360138,0.9909032583236694,0.0529462061822414,,30,,,,,0.6801275014877319,2.376399278640747,10.766068458557127
10.0,3,,,0.0587317943572998,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.3256657123565674,1.062925100326538,2.354889392852783,10.536964416503906,0.6801275014877319,,
,4,1.1692177057266235,2.326228380203247,,,,,0.0525055639445781,0.0278481561690568,0.0091798407956957,0.9991666674613952,0.0521825216710567,0.0523751713335514,0.0515983402729034,0.0514652505517005,0.0527763962745666,0.0524090155959129,0.0521235689520835,0.0524224862456321,0.0525451600551605,0.0515462085604667,0.0525967217981815,0.0528386197984218,0.0521636493504047,0.0090430108830332,0.999041736125946,0.052185796201229,0.0275950990617275,0.0164002273231744,1.014220952987671,0.052006933838129,0.0517057329416275,0.0520399287343025,0.0515768453478813,0.0520292967557907,0.0519701801240444,0.0514596998691558,0.051923681050539,0.0522114969789981,0.051833439618349,0.0517295934259891,0.0521941594779491,0.051935464143753,0.0090039307251572,0.9993799924850464,0.9908550977706908,0.0538006275892257,,40,,,,,0.913921356201172,2.338252544403076,10.36311149597168
10.0,4,,,0.0741660594940185,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2.730966567993164,0.9991496801376344,2.3247222900390625,10.223840713500977,0.913921356201172,,
,5,1.211734652519226,2.310238838195801,,,,,0.0526028685271739,0.0279864873737096,0.0093786632642149,0.9991037845611572,0.0522188767790794,0.0524361431598663,0.051659882068634,0.0514906570315361,0.0529416613280773,0.0525738783180713,0.0521748960018157,0.0525215305387973,0.0526478886604309,0.0515750385820865,0.0527451820671558,0.052986841648817,0.0522192381322383,0.0092237265780568,0.9989748001098632,0.0522819459438324,0.027714243158698,0.0185965970158576,1.017802596092224,0.0520263686776161,0.0517697818577289,0.0520979315042495,0.0515971928834915,0.0521094836294651,0.0520546622574329,0.0514702312648296,0.0519495718181133,0.0522320643067359,0.0518486350774765,0.0518420711159706,0.0523209162056446,0.0519508942961692,0.0092144627124071,0.999320387840271,0.9908351302146912,0.0544524006545543,,50,,,,,0.701381504535675,2.32105040550232,10.186367988586426
10.0,5,,,0.0850131511688232,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0.4392416477203369,1.2755101919174194,2.3124914169311523,10.099555015563965,0.701381504535675,,
,6,1.3392857313156128,2.3041415214538574,,,,,0.0526401959359645,0.0280436351895332,0.0094585381448268,0.9990617036819458,0.0522286407649517,0.0524546541273593,0.051678754389286,0.0514934696257114,0.0530117377638816,0.0526381321251392,0.0521947816014289,0.0526160821318626,0.052731666713953,0.0515969730913639,0.0528052747249603,0.0530482567846775,0.0522542521357536,0.0092933569103479,0.9989511966705322,0.0523288249969482,0.0277717169374227,0.020235601812601,1.0205276012420654,0.0520279854536056,0.0518009737133979,0.0521289147436618,0.0515936464071273,0.0521498247981071,0.0520916357636451,0.0514700859785079,0.0519608482718467,0.0522374883294105,0.0518484488129615,0.0518584363162517,0.0523476935923099,0.0519488640129566,0.0093399249017238,0.9992825388908386,0.9908291101455688,0.0549430213868618,,60,,,,,0.7226354479789734,2.3171424865722656,10.146638870239258
10.0,6,,,0.058788776397705,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0.3539407253265381,1.0204081535339355,2.307048320770264,10.044732093811035,0.7226354479789734,,
,7,1.3392857313156128,2.300442934036255,,,,,0.0526565387845039,0.028067385777831,0.0094927605241537,0.9990575909614564,0.0522368662059307,0.0524605549871921,0.0516847595572471,0.0514986477792263,0.0530639998614788,0.0526884421706199,0.0522005371749401,0.0527431778609752,0.0528430230915546,0.051643531769514,0.0528305992484092,0.0530754588544368,0.0522702075541019,0.0093230213969945,0.9989330172538756,0.0523497238755226,0.0277990940958261,0.0214386265724897,1.0226229429244995,0.0520229861140251,0.0518537797033786,0.052175834774971,0.0515975840389728,0.0522028617560863,0.0521385818719863,0.0514631010591983,0.0519699566066265,0.0522380992770195,0.0518487766385078,0.0518733076751232,0.0523636676371097,0.0519487969577312,0.009375755675137,0.9992745518684388,0.9908300638198853,0.0553281418979167,,70,,,,,0.8501594066619873,2.310670852661133,10.081185340881348
10.0,7,,,0.0677826404571533,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0.3508358001708984,0.9778911471366882,2.3043127059936523,10.017291069030762,0.8501594066619873,,
,8,1.2755101919174194,2.297217845916748,,,,,0.0526636987924575,0.0280776135623455,0.0094843190163373,0.9990394711494446,0.0522475317120552,0.0524598136544227,0.0516881383955478,0.0515033528208732,0.0530975833535194,0.052718412131071,0.052203681319952,0.0529302395880222,0.0530222989618778,0.0517170578241348,0.0528403036296367,0.05308623239398,0.0522769689559936,0.0093335127457976,0.9989335536956788,0.0523586347699165,0.0278111677616834,0.0224092844873666,1.024354338645935,0.0520173422992229,0.0518749430775642,0.0521892495453357,0.0515940114855766,0.0522599183022975,0.0521901473402977,0.0514582321047782,0.0519923828542232,0.0522670336067676,0.0518517754971981,0.0518697649240493,0.0523609928786754,0.0519496835768222,0.0093989688903093,0.9992425441741944,0.9908376932144164,0.0556514933705329,,80,,,,,0.8289054036140442,2.309264659881592,10.06701946258545
10.0,8,,,0.1150271892547607,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,4.629828453063965,0.9566326141357422,2.300689697265625,9.981063842773438,0.8289054036140442,,
,9,1.1479591131210327,2.295515298843384,,,,,0.0526622273027896,0.028080865740776,0.009478629566729,0.9990286827087402,0.0522625409066677,0.0524590946733951,0.0516885481774807,0.0515030324459075,0.0531213134527206,0.0527279675006866,0.0522237978875637,0.0531592741608619,0.0532564148306846,0.0518078841269016,0.052843939512968,0.0530904382467269,0.0522805228829383,0.0093503482639789,0.9989386200904846,0.0523629635572433,0.027817090973258,0.0232278648763895,1.0258578062057495,0.0520137660205364,0.0518746450543403,0.0521901585161685,0.0515874400734901,0.0523329302668571,0.0522575974464416,0.0514622256159782,0.0520149394869804,0.0522923432290554,0.0518421046435833,0.0518740378320217,0.0523583851754665,0.0519534461200237,0.0094102844595909,0.999220371246338,0.9908502101898192,0.0559553243219852,,90,,,,,0.8926673531532288,2.308669328689575,10.061027526855469
10.0,9,,,0.0683341026306152,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0.3568315505981445,0.9566326141357422,2.301271915435791,9.986876487731934,0.8926673531532288,,
,10,1.4243197441101074,2.293508052825928,,,,,0.0526608228683471,0.0280882827937603,0.0094993468374013,0.9990745782852172,0.0522804036736488,0.0524672269821167,0.0516767986118793,0.0515057668089866,0.0531932450830936,0.0527609325945377,0.0522307343780994,0.0534212812781333,0.0535347983241081,0.0519429631531238,0.0528468005359172,0.0530961006879806,0.0522911138832569,0.0093528628349304,0.9989574551582336,0.0523661822080612,0.0278265047818422,0.024012753739953,1.0272432565689087,0.0520119778811931,0.0518688037991523,0.0521882958710193,0.0515834987163543,0.0524942800402641,0.0524125583469867,0.0514827892184257,0.0520379766821861,0.0523136183619499,0.0518356524407863,0.0518646128475666,0.0523439534008502,0.0519519858062267,0.0094394152984023,0.9992569088935852,0.990870714187622,0.0562450028955936,,100,,,,,0.8501594066619873,2.3079371452331543,10.053664207458496
10.0,10,,,0.0558722019195556,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0.3233411312103271,1.4030611515045166,2.298631429672241,9.960540771484377,0.8501594066619873,,
,11,1.4030611515045166,2.291605234146118,,,,,0.0526582486927509,0.0280885621905326,0.0094864498823881,0.9990715980529784,0.0523063465952873,0.052489373832941,0.0516690574586391,0.0515087693929672,0.0533266253769397,0.0528317205607891,0.0522477589547634,0.0537028647959232,0.0538547039031982,0.052128005772829,0.0528513342142105,0.0530988052487373,0.0522830188274383,0.0093556400388479,0.9989975690841676,0.0523649677634239,0.0278309192508459,0.0246973764151334,1.0284473896026611,0.0520101599395275,0.051870871335268,0.0521892495453357,0.0515813007950782,0.0527124628424644,0.0526214800775051,0.0514931343495845,0.0521005056798458,0.0523910373449325,0.0518544353544712,0.0518581382930278,0.0523324534296989,0.0519517958164215,0.0094447778537869,0.999235451221466,0.9909005761146544,0.0565207973122596,,110,,,,,0.6163655519485474,2.306327104568481,10.037490844726562
10.0,11,,,0.0597913265228271,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0.3379125595092773,1.1267006397247314,2.295992374420166,9.934289932250977,0.6163655519485474,,
,12,1.3392857313156128,2.290351867675781,,,,,0.0526510961353778,0.028087543323636,0.0094716316089034,0.9990783929824828,0.0523490570485591,0.052585769444704,0.0517152361571788,0.0515189878642559,0.0534994639456272,0.0529409125447273,0.0523050539195537,0.0540046244859695,0.0542603321373462,0.0523766316473484,0.052857257425785,0.0531001575291156,0.0522755458950996,0.0093421898782253,0.9990378618240356,0.0523633025586605,0.027830833569169,0.0252672489732503,1.0295194387435913,0.0520127341151237,0.051911137998104,0.0522109158337116,0.0516060702502727,0.0530708096921443,0.0529921166598796,0.0515131875872612,0.0521841086447238,0.0524694584310054,0.0518576465547084,0.0518785454332828,0.0523455627262592,0.0519631467759609,0.0094095859676599,0.999192714691162,0.9909459352493286,0.0567975491285324,,120,,,,,0.6801275014877319,2.307488203048706,10.049152374267578
10.0,12,,,0.0610153675079345,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0.3304579257965088,1.2117347717285156,2.293769836425781,9.912235260009766,0.6801275014877319,,
,13,1.6794217824935913,2.2861008644104004,,,,,0.0526423417031765,0.0280896201729774,0.0094640394672751,0.9991846084594728,0.0524147227406501,0.0527732856571674,0.0518656596541404,0.0515494421124458,0.0537085980176925,0.053105242550373,0.0523667894303798,0.0543423742055892,0.0547219105064868,0.0527285784482955,0.0528712384402751,0.0531090907752513,0.0522781535983085,0.0093415779992938,0.99911767244339,0.0523632317781448,0.0278367046266794,0.0258984472602605,1.0306576490402222,0.0520190298557281,0.0519431717693805,0.0522201657295227,0.051595252007246,0.0535010211169719,0.053475946187973,0.0515590198338031,0.0523120164871215,0.052590362727642,0.0518745519220829,0.0519212484359741,0.052373219281435,0.0519679822027683,0.0094195883721113,0.9992578029632568,0.9910055994987488,0.0570798330008983,,130,,,,,0.701381504535675,2.306213617324829,10.036351203918455
10.0,13,,,0.0605006217956543,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,0.3451595306396484,1.2755101919174194,2.291151523590088,9.88631534576416,0.701381504535675,,
,14,1.7006802558898926,2.283723831176758,,,,,0.0526362881064415,0.0280948039144277,0.0094373375177383,0.9992888569831848,0.0525083169341087,0.052937988191843,0.0519991107285022,0.0515874065458774,0.0539247430860996,0.053294263780117,0.0524687021970748,0.0547107644379138,0.0552669130265712,0.0531786829233169,0.052896611392498,0.0531263910233974,0.0522793158888816,0.0093527100980281,0.9992029070854188,0.0523587763309478,0.0278385914862155,0.0264776647090911,1.0317230224609375,0.0520268753170967,0.0520492531359195,0.0522901676595211,0.0516088344156742,0.053950659930706,0.0540224462747573,0.0516096241772174,0.0525352209806442,0.052830547094345,0.0519008710980415,0.0520180091261863,0.052439872175455,0.0519828982651233,0.009388024918735,0.9992698431015016,0.9910861253738404,0.0573634505271911,,140,,,,,0.6376195549964905,2.310868501663208,10.083178520202637
10.0,14,,,0.0604686737060546,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0.3360564708709717,1.5518707036972046,2.288294792175293,9.858113288879396,0.6376195549964905,,
,15,1.8494898080825808,2.277240514755249,,,,,0.0526289865374565,0.028103394433856,0.0093560079112648,0.999451756477356,0.0526567101478576,0.0531351156532764,0.0521976128220558,0.0516862273216247,0.0542125217616558,0.0535774007439613,0.0526420474052429,0.0551040954887867,0.0559174269437789,0.0537512488663196,0.0529412403702735,0.0531606934964656,0.0523015074431896,0.0093202674761414,0.9994192123413086,0.0523543655872345,0.0278408229351043,0.0269450228661298,1.032749891281128,0.0520530305802822,0.0522313080728054,0.0524217784404754,0.0516287423670291,0.0543996952474117,0.0546006970107555,0.0516853667795658,0.0528354719281196,0.0531994476914405,0.0519388653337955,0.0522300004959106,0.0526249147951602,0.0520145967602729,0.0093388147652149,0.9993517398834229,0.991201102733612,0.0576560646295547,,150,,,,,0.701381504535675,2.310734987258911,10.081831932067873
10.0,15,,,0.091487169265747,0.0010000000474974,4704.0,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0.4776427745819092,1.3392856121063232,2.2826223373413086,9.80235195159912,0.701381504535675,,
